UniprotID_inString,brite
Q09028,Chromosome and associated proteins
Q99733,Chromosome and associated proteins
P16152,Enzymes
P54727,Proteasome
P28331,Enzymes
not found,#N/A
P08865,Ribosome
not found,#N/A
not found,#N/A
P60468,Membrane trafficking
O95747,Protein kinases
Q9H074,Messenger RNA biogenesis
not found,#N/A
Q96EE3,Messenger RNA biogenesis
Q9NR30,Ribosome biogenesis
not found,#N/A
Q13425,Domain-containing proteins not elsewhere classified
Q00765,Exosome
Q9NTI5,Chromosome and associated proteins
not found,#N/A
not found,#N/A
Q14498,Spliceosome
Q13136,Membrane trafficking
Q9UKL0,Chromosome and associated proteins
Q86YH6,Prenyltransferases
not found,#N/A
Q15554,DNA replication proteins
P23919,Enzymes
Q9P035,Lipid biosynthesis proteins
Q96CT7,none
Q12931,Chaperones and folding catalysts
P40938,DNA replication proteins
P45877,Chaperones and folding catalysts
Q86U38,Ribosome biogenesis
P82909,Ribosome
P28340,DNA replication proteins
P08758,Exosome
O75934,Spliceosome
P46459,Membrane trafficking
Q14444,Messenger RNA biogenesis
Q16740,Peptidases and inhibitors
P27695,DNA repair and recombination proteins
P32455,none
O15127,Membrane trafficking
Q5TC12,Mitochondrial biogenesis
not found,#N/A
Q4G0J3,Transcription machinery
P51970,none
Q14692,Ribosome biogenesis
Q9NY33,Peptidases and inhibitors
O75792,DNA replication proteins
O43583,Messenger RNA biogenesis
Q9Y5J9,Mitochondrial biogenesis
O75880,Mitochondrial biogenesis
O00233,Proteasome
O60218,Enzymes
not found,#N/A
Q6PI48,Amino acid related enzymes
Q13126,Enzymes
not found,#N/A
not found,#N/A
P38606,Enzymes
P30086,Peptidases and inhibitors
Q9NP58,Transporters
Q14694,Peptidases and inhibitors
Q9NP92,Ribosome
P17987,Chaperones and folding catalysts
Q96FS4,none
Q5TBB1,DNA replication proteins
Q9NS69,Mitochondrial biogenesis
A0A0C4DGU3,#N/A
Q9H2P0,Transcription factors
Q9UI30,Transfer RNA biogenesis
Q9UHB9,Secretion system
P37837,Enzymes
Q9Y5J9,Mitochondrial biogenesis
Q9BZK7,Chromosome and associated proteins
Q9BRP8,Messenger RNA biogenesis
Q9C0J8,Messenger RNA biogenesis
P25398,Ribosome
Q96ST3,Chromosome and associated proteins
P15927,DNA replication proteins
Q9NQG5,Transcription machinery
P29401,Enzymes
not found,#N/A
not found,#N/A
Q01970,Membrane trafficking
P28370,Chromosome and associated proteins
Q9Y4H2,none
Q8N5N7,Ribosome
Q9H299,Domain-containing proteins not elsewhere classified
Q9Y2Q9,Ribosome
P05386,Ribosome
Q9H9P8,Enzymes
O75891,Enzymes
O95870,Peptidases and inhibitors
Q8NAV1,Spliceosome
O60763,none
Q13123,Spliceosome
Q00796,Enzymes
not found,#N/A
Q15393,Transcription machinery
Q96DV4,Ribosome
Q8WWC4,none
Q8TD55,Domain-containing proteins not elsewhere classified
not found,#N/A
O75694,Messenger RNA biogenesis
Q9NPA8,Transcription machinery
O43818,Ribosome biogenesis
Q15050,Ribosome biogenesis
Q06830,Exosome
P61088,Ubiquitin system
P23528,Membrane trafficking
not found,#N/A
Q9UMS4,Spliceosome
O00151,Domain-containing proteins not elsewhere classified
Q96ST3,Chromosome and associated proteins
P46109,none
P55010,Translation factors
P30153,Protein phosphatases and associated proteins
O76021,Ribosome biogenesis
P09543,Exosome
Q9Y282,Membrane trafficking
Q8NAV1,Spliceosome
Q16629,Spliceosome
Q96P16,Transcription machinery
Q8NFH5,Messenger RNA biogenesis
P51532,Transcription machinery
P15170,Messenger RNA biogenesis
O15382,Amino acid related enzymes
Q9UKN8,Transcription machinery
Q13427,Spliceosome
P50151,GTP-binding proteins
Q15061,Ribosome biogenesis
Q9BZZ5,none
Q96KR1,Spliceosome
Q99497,Peptidases and inhibitors
Q9UMS4,Spliceosome
Q8N556,Cytoskeleton proteins
Q12824,Protein phosphatases and associated proteins
Q96PK6,none
P48444,Membrane trafficking
not found,#N/A
Q9NTZ6,Spliceosome
P25685,Chaperones and folding catalysts
O76094,Secretion system
P08708,Ribosome
P13639,Translation factors
Q9Y6X9,Chromosome and associated proteins
Q86UY6,Chromosome and associated proteins
P83731,Ribosome
Q9NY33,Peptidases and inhibitors
Q13823,Ribosome biogenesis
Q16540,Ribosome
P61081,Ubiquitin system
P31943,Spliceosome
O75306,Enzymes
P23526,Protein phosphatases and associated proteins
P28482,Protein kinases
Q92922,Transcription machinery
not found,#N/A
Q16656,Mitochondrial biogenesis
P41240,Protein kinases
Q8IVL6,Chaperones and folding catalysts
Q14651,Cytoskeleton proteins
Q8IXT5,Spliceosome
P13798,Peptidases and inhibitors
Q8N4T8,Enzymes
P48507,none
Q16595,Mitochondrial biogenesis
not found,#N/A
Q96DI7,Spliceosome
P53396,Exosome
Q9Y3T9,Ribosome biogenesis
P41240,Protein kinases
Q9BRJ2,#N/A
P41240,Protein kinases
Q9BWF3,Spliceosome
P63244,Messenger RNA biogenesis
Q9H0U6,Ribosome
Q9H0E3,Chromosome and associated proteins
P29373,Exosome
P27695,DNA repair and recombination proteins
P14927,none
Q8N7H5,Transcription machinery
Q8NBU5,Enzymes
P06454,none
Q9UH99,Chromosome and associated proteins
Q6UW68,none
Q9H2W6,Ribosome
Q8N983,Ribosome
Q02318,Cytochrome P450
P60891,Enzymes
C9JLW8,none
P82675,Ribosome
P49458,Secretion system
P61604,Chaperones and folding catalysts
not found,#N/A
Q8N983,Ribosome
P82930,Ribosome
P00390,Enzymes
P53007,Transporters
Q9H0A0,Ribosome biogenesis
Q14137,Ribosome biogenesis
Q8TED1,Enzymes
Q9BYD1,Ribosome
Q9HAF1,Chromosome and associated proteins
P08574,none
P27708,Peptidases and inhibitors
Q969G3,Transcription machinery
Q14683,Chromosome and associated proteins
Q9NQ50,Ribosome
P41214,Translation factors
P36969,Enzymes
Q8IXM3,Ribosome
P18077,Ribosome
O94880,none
P40227,Chaperones and folding catalysts
Q6RFH5,Ribosome biogenesis
Q9H444,Membrane trafficking
Q8IY81,Ribosome biogenesis
P15311,Cytoskeleton proteins
Q5T9A4,Mitochondrial biogenesis
Q9HCU5,Membrane trafficking
P50991,Chaperones and folding catalysts
O60264,Transcription machinery
Q8N1G4,none
not found,#N/A
P37108,Secretion system
Q9P258,none
O43920,none
Q9BZE1,Ribosome
Q13813,Cytoskeleton proteins
P27348,DNA repair and recombination proteins
P28070,Peptidases and inhibitors
not found,#N/A
Q96E39,none
Q9BVP2,Ribosome biogenesis
Q7Z7H8,Ribosome
Q14764,Exosome
O15371,Translation factors
Q9UIM3,Chaperones and folding catalysts
Q9GZS3,Messenger RNA biogenesis
Q7Z3K3,Chromosome and associated proteins
O00186,Membrane trafficking
Q9NVS2,Ribosome
Q9NVS9,Enzymes
O75083,Domain-containing proteins not elsewhere classified
P35573,Enzymes
not found,#N/A
O15061,Cytoskeleton proteins
P49848,Transcription machinery
Q99832,Chaperones and folding catalysts
P56545,Membrane trafficking
Q06124,Protein phosphatases and associated proteins
O00629,none
Q9NQ88,Enzymes
P22695,Peptidases and inhibitors
Q02880,DNA replication proteins
O43395,Spliceosome
not found,#N/A
Q9Y4I1,Messenger RNA biogenesis
O00217,Enzymes
Q16630,Messenger RNA biogenesis
P49368,Chaperones and folding catalysts
O75251,Enzymes
P07237,Chaperones and folding catalysts
P31947,Exosome
Q13084,Ribosome
P49821,Enzymes
Q9Y5J1,Ribosome biogenesis
not found,#N/A
Q15291,Chromosome and associated proteins
Q9NW64,Spliceosome
Q01105,Chromosome and associated proteins
O14979,Spliceosome
P52907,Membrane trafficking
Q9H845,Mitochondrial biogenesis
not found,#N/A
Q8NEY8,Chromosome and associated proteins
Q5T653,Ribosome
Q16775,Enzymes
P27694,Transcription factors
Q14978,Transcription machinery
Q8WUY8,none
Q9H0U6,Ribosome
Q13427,Spliceosome
Q01105,Chromosome and associated proteins
Q8NAV1,Spliceosome
O00232,Proteasome
Q9H1E3,none
O00567,Ribosome biogenesis
O95232,none
Q12931,Chaperones and folding catalysts
Q96QC0,Protein phosphatases and associated proteins
Q9BZI7,Messenger RNA biogenesis
Q13595,Protein phosphatases and associated proteins
Q9BZF1,Membrane trafficking
Q9UHB9,Secretion system
Q9NQP4,Chaperones and folding catalysts
O15164,Protein kinases
P18669,Membrane trafficking
Q92945,Messenger RNA biogenesis
P22314,Ubiquitin system
P43304,Enzymes
Q9P206,none
P51608,Chromosome and associated proteins
O43172,Spliceosome
Q8NEY8,Chromosome and associated proteins
Q96E11,Translation factors
P40926,Enzymes
O00483,none
Q9NNW7,Enzymes
P82673,Ribosome
O75380,none
P09874,DNA replication proteins
P18031,Protein phosphatases and associated proteins
Q96GC5,Ribosome
Q9NW64,Spliceosome
P28331,Enzymes
P27348,DNA repair and recombination proteins
Q14157,Ubiquitin system
Q9UI09,none
not found,#N/A
Q8NCW5,Enzymes
Q9NXG2,Transfer RNA biogenesis
Q13243,Spliceosome
Q8NBS9,Chaperones and folding catalysts
Q9NRN7,Enzymes
P09874,DNA replication proteins
Q9NW64,Spliceosome
P32942,CD molecules
not found,#N/A
not found,#N/A
P53367,Membrane trafficking
O95155,Ubiquitin system
Q96T88,Ubiquitin system
Q96EP5,Messenger RNA biogenesis
Q8N8A6,Ribosome biogenesis
P09960,Peptidases and inhibitors
Q96DI7,Spliceosome
P14927,none
O75152,Messenger RNA biogenesis
Q9GZS3,Messenger RNA biogenesis
P50395,Exosome
P25786,Peptidases and inhibitors
O75306,Enzymes
P35080,Membrane trafficking
O15382,Amino acid related enzymes
Q14847,Domain-containing proteins not elsewhere classified
Q12931,Chaperones and folding catalysts
P62913,Ribosome
P35241,Cytoskeleton proteins
Q8IY17,Enzymes
O60831,Membrane trafficking
Q49B96,Mitochondrial biogenesis
not found,#N/A
Q9BW27,Messenger RNA biogenesis
P60891,Enzymes
P56556,none
Q9UNS2,Ubiquitin system
P56545,Membrane trafficking
Q92552,Ribosome
Q9P0M9,Ribosome
Q96B54,none
P07355,Membrane trafficking
P38159,Spliceosome
not found,#N/A
Q13868,Messenger RNA biogenesis
Q6P179,Peptidases and inhibitors
Q9NTK5,Chromosome and associated proteins
Q6NUK1,Transporters
not found,#N/A
not found,#N/A
Q9P2R7,Exosome
Q86YP4,Transcription factors
Q9Y6C9,Mitochondrial biogenesis
not found,#N/A
P62258,DNA repair and recombination proteins
P57729,Membrane trafficking
Q96AG4,none
O75054,Exosome
Q06210,Peptidases and inhibitors
O14980,Messenger RNA biogenesis
P62899,Ribosome
Q96J01,Messenger RNA biogenesis
not found,#N/A
not found,#N/A
Q00610,Membrane trafficking
O75694,Messenger RNA biogenesis
Q8NEY8,Chromosome and associated proteins
O75400,Spliceosome
Q96GG9,Ubiquitin system
O95782,Membrane trafficking
Q9UNS2,Ubiquitin system
Q96DA6,Chaperones and folding catalysts
P32926,Cell adhesion molecules
Q86W42,Messenger RNA biogenesis
Q9BR76,Cytoskeleton proteins
Q9BXK5,none
O15228,Enzymes
P07195,Exosome
Q9ULR0,Spliceosome
P17028,Transcription factors
not found,#N/A
Q15435,Protein phosphatases and associated proteins
Q9Y3T9,Ribosome biogenesis
Q9HCS7,Messenger RNA biogenesis
Q6UB35,Enzymes
P07741,Exosome
O43159,Ribosome biogenesis
Q13084,Ribosome
Q9Y3B7,Ribosome
Q32P28,Chaperones and folding catalysts
O00233,Proteasome
Q15691,Chromosome and associated proteins
O75323,none
P31946,DNA repair and recombination proteins
Q9UIW2,none
O75695,Cilium and associated proteins
P54727,Proteasome
Q15005,Enzymes
Q8WXI9,Transcription factors
P43034,Chromosome and associated proteins
P40939,Enzymes
P43155,#N/A
P62273,Ribosome
P49406,Ribosome
P35221,Cytoskeleton proteins
P13995,Enzymes
P20962,none
Q9HCC0,Enzymes
P27824,Chaperones and folding catalysts
Q96JB5,none
P82912,Ribosome
Q9BSC4,Ribosome biogenesis
Q9HCS7,Messenger RNA biogenesis
Q9H0S4,Ribosome biogenesis
P50395,Exosome
not found,#N/A
K7ENT6,#N/A
not found,#N/A
not found,#N/A
O95757,Chaperones and folding catalysts
Q8NBX0,none
P17987,Chaperones and folding catalysts
Q9NSD9,Amino acid related enzymes
not found,#N/A
O95182,none
P08397,Enzymes
P32969,Ribosome
Q99627,Ubiquitin system
P21589,CD molecules
P40925,Enzymes
Q9BZE1,Ribosome
P82914,Ribosome
P13798,Peptidases and inhibitors
P62258,DNA repair and recombination proteins
P06744,Exosome
Q15020,Spliceosome
P13804,Exosome
P45974,Peptidases and inhibitors
not found,#N/A
Q9NVM9,none
P05455,none
Q16643,Cilium and associated proteins
P27695,DNA repair and recombination proteins
Q13610,Ribosome biogenesis
P11413,Exosome
not found,#N/A
O75489,Enzymes
Q9BQ39,Spliceosome
Q9NR45,Enzymes
not found,#N/A
Q9H223,Membrane trafficking
P84090,none
Q16795,none
Q96FW1,Peptidases and inhibitors
Q9NR46,Membrane trafficking
P31939,Exosome
P07737,Membrane trafficking
not found,#N/A
H0YCD9,#N/A
Q9Y2S7,Mitochondrial biogenesis
Q00688,Chaperones and folding catalysts
P82979,Messenger RNA biogenesis
O95168,none
Q15029,Spliceosome
Q9UIG0,Chromosome and associated proteins
O60701,Enzymes
P78371,Chaperones and folding catalysts
O95168,none
P18621,Ribosome
P34897,Enzymes
O75828,Enzymes
Q9UNS2,Ubiquitin system
not found,#N/A
Q5SRE5,Messenger RNA biogenesis
O60508,Spliceosome
Q02040,Spliceosome
P22695,Peptidases and inhibitors
Q99832,Chaperones and folding catalysts
P62306,Messenger RNA biogenesis
Q00765,Exosome
Q9UNH7,Membrane trafficking
P30086,Peptidases and inhibitors
P19404,Enzymes
Q9P2E9,none
O75396,Membrane trafficking
Q9BQ48,Ribosome
O43175,Exosome
Q8N335,Enzymes
Q99442,Secretion system
P62136,Protein phosphatases and associated proteins
O00151,Domain-containing proteins not elsewhere classified
P10599,Chaperones and folding catalysts
O60341,Chromosome and associated proteins
not found,#N/A
not found,#N/A
O75718,Chaperones and folding catalysts
Q92621,Messenger RNA biogenesis
P50897,Lipid biosynthesis proteins
P04264,Cytoskeleton proteins
Q9NR46,Membrane trafficking
P36578,Ribosome
Q9NSE4,Amino acid related enzymes
Q9Y4P3,Translation factors
Q9BQ39,Spliceosome
P40227,Chaperones and folding catalysts
P35659,Chromosome and associated proteins
not found,#N/A
Q6DD87,none
not found,#N/A
not found,#N/A
not found,#N/A
Q9Y2P8,Ribosome biogenesis
Q9ULV4,Cytoskeleton proteins
P30050,Ribosome
Q9BUQ8,Spliceosome
P61088,Ubiquitin system
P50995,Secretion system
P14550,Exosome
Q8TED1,Enzymes
P06865,Chaperones and folding catalysts
P05412,Transcription factors
Q14697,Enzymes
P61981,Protein phosphatases and associated proteins
Q12959,Chromosome and associated proteins
Q6P2Q9,Spliceosome
P23588,Messenger RNA biogenesis
O60832,Ribosome biogenesis
Q9Y6M9,none
Q15843,Ubiquitin system
Q15404,none
Q9NZL4,Chaperones and folding catalysts
P15924,Cytoskeleton proteins
Q969X6,Ribosome biogenesis
P49750,Protein phosphatases and associated proteins
not found,#N/A
P12532,Exosome
P09110,Enzymes
Q8NC56,Cytoskeleton proteins
O60701,Enzymes
Q7Z2W9,Ribosome
Q9Y624,CD molecules
Q9NUP9,Membrane trafficking
Q96C90,Protein phosphatases and associated proteins
P04075,Membrane trafficking
P11216,Enzymes
Q53F19,none
Q9ULU4,Domain-containing proteins not elsewhere classified
P63244,Messenger RNA biogenesis
not found,#N/A
P27694,Transcription factors
P37837,Enzymes
P23526,Protein phosphatases and associated proteins
Q16795,none
not found,#N/A
not found,#N/A
P23368,Enzymes
O95218,Spliceosome
Q16401,Proteasome
P20810,Peptidases and inhibitors
Q9NVP1,Spliceosome
Q9BPU6,none
P51398,Ribosome
P68366,Messenger RNA biogenesis
Q6WCQ1,Domain-containing proteins not elsewhere classified
P46459,Membrane trafficking
P84157,none
P31949,Domain-containing proteins not elsewhere classified
K7ENT6,#N/A
O00161,Membrane trafficking
Q9H9B1,Chromosome and associated proteins
Q02880,DNA replication proteins
P33316,DNA repair and recombination proteins
not found,#N/A
P27707,Enzymes
not found,#N/A
Q9P035,Lipid biosynthesis proteins
P22314,Ubiquitin system
P12814,Membrane trafficking
P30041,Enzymes
Q08945,Transcription factors
not found,#N/A
P78417,Transporters
O75915,Membrane trafficking
P61160,Membrane trafficking
Q8WUY1,none
O00571,Messenger RNA biogenesis
Q8NBL1,Glycosyltransferases
Q9Y3D9,Ribosome
not found,#N/A
Q9H6R0,Ribosome biogenesis
P20962,none
P61978,Spliceosome
P52907,Membrane trafficking
Q96QD8,Transporters
Q96T37,Messenger RNA biogenesis
P61160,Membrane trafficking
Q9Y3B4,Spliceosome
Q92973,Messenger RNA biogenesis
P26373,Ribosome
P84095,Exosome
O43464,Peptidases and inhibitors
Q96EL3,Ribosome
Q2TAY7,Spliceosome
Q8WYP5,none
Q9NPA8,Transcription machinery
O60313,Mitochondrial biogenesis
P26599,Messenger RNA biogenesis
A1L0T0,Enzymes
P61221,Ribosome biogenesis
P51649,Enzymes
Q92544,Exosome
Q92667,Protein phosphatases and associated proteins
not found,#N/A
P18887,DNA repair and recombination proteins
not found,#N/A
Q8NFQ8,Chaperones and folding catalysts
Q99439,none
P09936,Peptidases and inhibitors
P04075,Membrane trafficking
Q8WW12,none
P13489,none
Q9BUR5,Mitochondrial biogenesis
P04075,Membrane trafficking
not found,#N/A
Q02218,Enzymes
P28300,Enzymes
not found,#N/A
not found,#N/A
P62995,Protein phosphatases and associated proteins
P18621,Ribosome
P51648,Enzymes
Q9HB71,none
P49458,Secretion system
Q9H6Z4,none
P62312,Messenger RNA biogenesis
Q8NAV1,Spliceosome
P23193,Transcription machinery
P53680,Membrane trafficking
P46778,Ribosome
Q9BUQ8,Spliceosome
P35268,Ribosome
O43181,none
Q14974,Ribosome biogenesis
P60059,Membrane trafficking
not found,#N/A
Q92572,Membrane trafficking
Q9UHV9,Chaperones and folding catalysts
Q9UJZ1,Transporters
P48059,Domain-containing proteins not elsewhere classified
P49368,Chaperones and folding catalysts
P09960,Peptidases and inhibitors
C9JNT3,#N/A
P31483,Messenger RNA biogenesis
Q32P28,Chaperones and folding catalysts
P31483,Messenger RNA biogenesis
Q96HR3,Transcription machinery
not found,#N/A
P46199,Translation factors
Q14574,Cell adhesion molecules
not found,#N/A
O75531,Chromosome and associated proteins
O95159,none
Q15181,Enzymes
O75874,Enzymes
P55786,Peptidases and inhibitors
O43920,none
P51858,Glycosaminoglycan binding proteins
P04632,Peptidases and inhibitors
Q96DC8,none
Q5SY16,Ribosome biogenesis
P09874,DNA replication proteins
P15121,Enzymes
P00558,Exosome
not found,#N/A
Q5T5H1,#N/A
Q13724,Exosome
P45974,Peptidases and inhibitors
P60174,Exosome
Q8IXM3,Ribosome
not found,#N/A
O95613,Chromosome and associated proteins
O15400,Membrane trafficking
Q86U38,Ribosome biogenesis
not found,#N/A
P40227,Chaperones and folding catalysts
P60866,Ribosome
Q13363,Membrane trafficking
O95248,Protein phosphatases and associated proteins
P32119,Exosome
Q8IVL6,Chaperones and folding catalysts
Q12907,Membrane trafficking
Q99733,Chromosome and associated proteins
P26368,Spliceosome
Q9NP61,Membrane trafficking
P38432,Spliceosome
P53701,Enzymes
Q07955,Spliceosome
P08865,Ribosome
P49821,Enzymes
Q9Y285,Amino acid related enzymes
Q07960,Membrane trafficking
P00441,Enzymes
Q07960,Membrane trafficking
P37802,Membrane trafficking
Q00796,Enzymes
P18124,Ribosome
Q15942,none
Q14134,Ubiquitin system
O00139,Chromosome and associated proteins
O14776,Spliceosome
P52565,Exosome
O15347,Chromosome and associated proteins
P50991,Chaperones and folding catalysts
P52565,Exosome
Q9UHR5,Chromosome and associated proteins
O14828,Membrane trafficking
Q9NSD9,Amino acid related enzymes
P20908,Glycosaminoglycan binding proteins
P62829,Ribosome
Q9P0J0,none
Q92974,Membrane trafficking
Q06830,Exosome
P50990,Chaperones and folding catalysts
Q9NW64,Spliceosome
P16152,Enzymes
P61970,none
P14384,Peptidases and inhibitors
O43598,Enzymes
not found,#N/A
P68402,Enzymes
P60981,Cytoskeleton proteins
P62701,Ribosome
P34932,Chaperones and folding catalysts
P82979,Messenger RNA biogenesis
Q99832,Chaperones and folding catalysts
P32969,Ribosome
Q53EL6,none
not found,#N/A
P48643,Chaperones and folding catalysts
P62280,Ribosome
not found,#N/A
Q9UI30,Transfer RNA biogenesis
P04843,none
Q9UGT4,Domain-containing proteins not elsewhere classified
Q9H9P8,Enzymes
P32119,Exosome
P09429,Chromosome and associated proteins
Q9H6Z4,none
P26583,Chromosome and associated proteins
Q92541,Transcription machinery
Q92974,Membrane trafficking
P14317,Membrane trafficking
Q13637,Membrane trafficking
P49748,Enzymes
Q9NVT9,Exosome
O95218,Spliceosome
O00165,Messenger RNA biogenesis
Q8WW12,none
P29401,Enzymes
Q08211,Spliceosome
Q9ULR0,Spliceosome
P18669,Membrane trafficking
P06744,Exosome
P05386,Ribosome
O15144,Membrane trafficking
P53396,Exosome
C9J0E9,#N/A
P54920,Membrane trafficking
O15144,Membrane trafficking
Q9UI09,none
P38159,Spliceosome
Q7Z4W1,Enzymes
O15145,Membrane trafficking
Q8NAV1,Spliceosome
O15269,Amino acid related enzymes
